"dining_hall","day_of_week","meal","zone","item_name","protein_g","calories","source_url","scraped_at"
"segundo","Wednesday","Lunch","Red Zone","Grass-Fed Cheeseburger","27.09","487.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Red Zone","Malibu Burger","8.66","456.41","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Red Zone","Shoestring Potatoes","2.7","286.08","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Yellow Zone","Garlic Noodles","4.35","412.62","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Yellow Zone","Garlic Noodles","4.35","412.62","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Yellow Zone","Combo Pizza","10.08","238.82","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Yellow Zone","Cheese Phesto Pizza","7.9","218.29","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Blue Zone","Khao Soi Chicken Noodle","6.85","143.37","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Blue Zone","Kung Pao Mushrooms","8.38","557.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Green Zone","Salad Selections","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Green Zone","Panini Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Green Zone","Picnic Potato Salad","1.43","143.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Green Zone","Cowboy Macaroni Salad","3.57","171.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Green Zone","Traditional Hummus","7.14","249.99","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Green Zone","Mexican Chicken Tortilla Soup","4.49","49.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Green Zone","Green Chili Pozole Soup","1.32","44.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Purple Zone","Chorizo Butternut Squash Taco","9.16","335.89","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Purple Zone","Frijoles de la Olla","7.56","130.09","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Purple Zone","Roasted Gypsy Peppers","0.44","132.91","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Purple Zone","Cilantro Rice","2.31","144.94","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Pink Zone","Raspberry Brownie Cheesecake Bar","3.62","301.64","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Pink Zone","Carmelita Bar","3.72","306.74","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Pink Zone","Snickerdoodle Cookie","2.98","229.63","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Pink Zone","Dark Chocolate Cranberry Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Pink Zone","Oatmeal Raisin Cookie","2.98","176.33","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Lunch","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Red Zone","Grass-Fed Cheeseburger","27.09","487.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Red Zone","Cashew Tofu ""Ricotta"" Lasagna","7.89","305.32","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Red Zone","Shoestring Potatoes","2.7","286.08","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Yellow Zone","Shrimp Low Boil","3.4","53.33","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Yellow Zone","Combo Pizza","10.08","238.82","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Yellow Zone","Cheese Phesto Pizza","7.9","218.29","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Blue Zone","Chicken Lapchong","26.52","336.83","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Blue Zone","Jasmine Rice","2.89","147.73","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Green Zone","Salad Bar","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Green Zone","Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Green Zone","Picnic Potato Salad","1.43","143.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Green Zone","Cowboy Macaroni Salad","3.57","171.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Green Zone","Traditional Hummus","7.14","249.99","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Green Zone","Mexican Chicken Tortilla Soup","4.49","49.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Green Zone","Green Chili Pozole Soup","1.32","44.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Purple Zone","Roasted Turkey","30.08","146.18","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Purple Zone","Arugula Phesto Spread","2.64","446.9","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Purple Zone","Seasoned Black Eyed Peas","15.13","231.27","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Purple Zone","Sautéed Swiss Chard","1.89","31.16","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Purple Zone","Roasted Fingerling Potatoes","2.32","97.26","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Pink Zone","Carrot Cake","2.62","252.8","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Pink Zone","Tiramisu","1.67","141.85","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Pink Zone","Snickerdoodle Cookie","2.98","229.63","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Pink Zone","Dark Chocolate Cranberry Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Pink Zone","Oatmeal Raisin Cookie","2.98","176.33","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Wednesday","Dinner","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Red Zone","Sausage Egg and Cheese Muffin","16.06","468.52","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Red Zone","Scrambled Egg","10.86","138.75","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Red Zone","Chorizo Sausage Patties","6.08","158.96","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Red Zone","Fried Tater Tots","2.7","312.64","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Yellow Zone","Build Your Own Omelette","6.94","86.13","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Yellow Zone","Build Your Own Veggie Omelette","2.13","49.87","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Yellow Zone","Fried Eggs to Order","7.11","196.04","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Yellow Zone","Scrambled Egg Whites","12.34","121.32","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Yellow Zone","Scrambled Tofu","12.93","130.84","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Yellow Zone","Just Egg - Plant Based","9.77","136.6","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Green Zone","Overnight Oats","1.25","37.77","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Green Zone","Oatmeal","0.51","14.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Green Zone","Boiled Eggs","7.12","81.17","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Green Zone","Sticky Rice","3.66","199.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Green Zone","Congee Rice Porridge","0.85","19.22","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Green Zone","The Parfait  Palette","2.63","68.59","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Pink Zone","Assorted Loaf Cakes","4.85","329.34","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Pink Zone","Raised Glazed Donut","2.08","201.08","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Pink Zone","Old Fashioned Chocolate Donut","3.54","290.3","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Pink Zone","Coconut Cake Donut","0.0","297.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Pink Zone","Glazed Cake Donut","3.54","269.32","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Pink Zone","Banana Nut Bread","6.22","466.4","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Pink Zone","White Conchas - Sweet Bread","2.99","139.31","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Pink Zone","Sesame Bagel","7.03","200.71","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Breakfast","Pink Zone","Sourdough Bagel","6.86","192.23","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Red Zone","Pork Belly Bao Bun","11.07","527.04","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Red Zone","Mediterranean Burger","15.94","582.85","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Red Zone","Curly Fries","2.69","313.17","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Yellow Zone","Beef and Lamb Gyro","17.12","512.2","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Yellow Zone","Pepperoni Pizza","9.19","220.88","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Yellow Zone","Cheese Pizza","8.47","201.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Blue Zone","Build Your Own Burrito Bar","8.93","206.53","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Green Zone","Salad Selections","3.96","196.24","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Green Zone","Panini Deli Bar","18.87","288.67","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Green Zone","Smoked Cheddar & Bacon Potato Salad","0.0","207.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Green Zone","Mediterranean Pesto Pasta Salad","5.71","186.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Green Zone","Tuna Salad","18.41","272.7","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Green Zone","Traditional Hummus","7.14","249.99","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Green Zone","Turkey Chili with Beans","8.16","110.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Green Zone","Tomato Bisque Soup","1.22","78.0","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Purple Zone","Mediterranean  Bar","7.22","173.71","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Purple Zone","Plant Forward Mediterranean Bar","2.86","141.05","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Pink Zone","Chocolate Chip Brownies","4.01","441.12","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Pink Zone","Dessert Lemon Bar","2.08","207.43","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Pink Zone","Dark Chocolate Cranberry Cookie","2.98","233.03","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Pink Zone","Macadamias with White Chocolate Chips Cookie","2.98","241.54","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
"segundo","Thursday","Lunch","Pink Zone","Chocolate Chip Cookie","2.29","188.81","https://housing.ucdavis.edu/dining/dining-commons/segundo/","2026-04-01T07:32:20.254755+00:00"
